Unnamed: 0,route_names,route_links,bus_names,bus_types,departing_time,duration,reaching_time,star_rating,prices,seats_available
0,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1758,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:15:00,04h 50m,05:05:00,3.4,396.0,10
1,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 42162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:10:00,06h 10m,07:20:00,4.2,396.0,28
2,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30710,RAJDHANI (A.C. Semi Sleeper),01:20:00,05h 40m,07:00:00,4.1,480.0,32
3,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 42362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:50:00,06h 10m,08:00:00,4.3,396.0,30
4,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1590,RAJDHANI (A.C. Semi Sleeper),02:00:00,05h 40m,07:40:00,2.7,480.0,32
5,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30910,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),02:15:00,05h 40m,07:55:00,3.8,533.0,38
6,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1571,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:40:00,06h 05m,08:45:00,3.6,396.0,31
7,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 42562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:50:00,06h 15m,09:05:00,3.4,396.0,33
8,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 5966,RAJADHANI AC (CONVERTED METRO LUXURY),03:20:00,06h 05m,09:25:00,3.7,480.0,36
9,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 42762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30:00,06h 10m,09:40:00,4.0,396.0,29
10,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1884,RAJADHANI AC (CONVERTED METRO LUXURY),04:00:00,05h 40m,09:40:00,3.8,480.0,35
11,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:10:00,05h 00m,09:10:00,4.6,396.0,29
12,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7621,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:15:00,05h 45m,10:00:00,4.5,396.0,27
13,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 4074,RAJDHANI (A.C. Semi Sleeper),04:20:00,05h 40m,10:00:00,3.9,480.0,33
14,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 42962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30:00,06h 10m,10:40:00,2.6,396.0,28
15,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1887,RAJDHANI (A.C. Semi Sleeper),05:00:00,04h 30m,09:30:00,3.3,480.0,36
16,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 43162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:10:00,06h 10m,11:20:00,4.0,396.0,33
17,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1132,RAJDHANI (A.C. Semi Sleeper),05:30:00,05h 50m,11:20:00,3.0,480.0,36
18,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 43362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:50:00,06h 05m,11:55:00,3.9,396.0,33
19,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1549,RAJADHANI AC (CONVERTED METRO LUXURY),06:00:00,05h 40m,11:40:00,2.6,480.0,35
20,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30:00,04h 50m,11:20:00,2.7,396.0,29
21,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1959,RAJDHANI (A.C. Semi Sleeper),06:50:00,06h 00m,12:50:00,3.8,480.0,36
22,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 42131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:10:00,05h 00m,12:10:00,2.5,396.0,33
23,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 2981,RAJADHANI AC (CONVERTED METRO LUXURY),07:20:00,05h 40m,13:00:00,2.1,480.0,36
24,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1596,RAJDHANI (A.C. Semi Sleeper),07:40:00,04h 35m,12:15:00,1.9,480.0,36
25,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7693,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00:00,05h 20m,13:20:00,3.6,396.0,29
26,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1650,RAJADHANI AC (CONVERTED METRO LUXURY),08:20:00,05h 40m,14:00:00,2.1,480.0,36
27,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 31110,RAJDHANI (A.C. Semi Sleeper),08:40:00,05h 40m,14:20:00,3.9,480.0,35
28,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 17162,eGARUDA,09:00:00,06h 10m,15:10:00,3.3,533.0,34
29,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 4076,RAJADHANI AC (CONVERTED METRO LUXURY),09:00:00,05h 45m,14:45:00,2.3,480.0,36
30,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 17962,eGARUDA,09:30:00,06h 10m,15:40:00,3.8,533.0,28
31,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1648,RAJDHANI (A.C. Semi Sleeper),09:40:00,04h 20m,14:00:00,3.4,480.0,37
32,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 9923,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:50:00,06h 10m,16:00:00,3.4,396.0,33
33,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 9934,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:10:00,07h 10m,17:20:00,3.9,396.0,33
34,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1892,RAJDHANI (A.C. Semi Sleeper),10:20:00,05h 55m,16:15:00,2.5,480.0,36
35,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1464,RAJDHANI (A.C. Semi Sleeper),10:40:00,06h 10m,16:50:00,2.1,480.0,36
36,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00:00,05h 00m,16:00:00,4.6,396.0,29
37,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 2991,RAJDHANI (A.C. Semi Sleeper),11:20:00,05h 40m,17:00:00,2.1,480.0,37
38,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40177,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:40:00,04h 40m,16:20:00,4.5,396.0,33
39,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1805,RAJADHANI AC (CONVERTED METRO LUXURY),11:45:00,05h 55m,17:40:00,3.0,480.0,36
40,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1582,RAJDHANI (A.C. Semi Sleeper),12:10:00,04h 30m,16:40:00,3.1,480.0,34
41,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:20:00,06h 10m,18:30:00,2.2,396.0,33
42,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),12:40:00,04h 30m,17:10:00,2.7,480.0,37
43,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00:00,06h 10m,19:10:00,2.7,396.0,33
44,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),13:00:00,06h 10m,19:10:00,1.7,480.0,37
45,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 18762,eGARUDA,13:30:00,06h 25m,19:55:00,3.7,533.0,35
46,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40:00,04h 50m,18:30:00,4.0,396.0,33
47,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1600,RAJDHANI (A.C. Semi Sleeper),14:00:00,05h 40m,19:40:00,2.7,480.0,35
48,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),14:20:00,04h 55m,19:15:00,2.2,480.0,37
49,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20:00,06h 10m,20:30:00,2.9,396.0,33
50,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1402,RAJDHANI (A.C. Semi Sleeper),14:40:00,04h 50m,19:30:00,2.1,480.0,36
51,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50:00,06h 10m,21:00:00,3.3,396.0,33
52,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30162,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00:00,06h 00m,21:00:00,3.8,533.0,41
53,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:10:00,06h 10m,21:20:00,4.1,396.0,31
54,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1426,RAJDHANI (A.C. Semi Sleeper),15:20:00,04h 50m,20:10:00,1.7,480.0,37
55,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30:00,06h 10m,21:40:00,4.2,396.0,33
56,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),15:30:00,06h 30m,22:00:00,2.8,480.0,36
57,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),15:40:00,06h 00m,21:40:00,2.9,480.0,37
58,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50:00,05h 00m,20:50:00,4.4,396.0,33
59,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 12962,eGARUDA,16:00:00,06h 10m,22:10:00,3.8,533.0,35
60,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10:00,06h 10m,22:20:00,2.7,396.0,33
61,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40510,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30:00,06h 10m,22:40:00,2.5,396.0,33
62,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1344,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),16:40:00,05h 55m,22:35:00,3.4,533.0,41
63,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40130,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50:00,04h 50m,21:40:00,3.4,396.0,33
64,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 12162,eGARUDA,17:00:00,06h 10m,23:10:00,3.6,533.0,33
65,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:10:00,04h 40m,21:50:00,3.8,396.0,33
66,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30562,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),17:20:00,05h 40m,23:00:00,3.6,533.0,41
67,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40710,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30:00,06h 10m,23:40:00,3.7,396.0,33
68,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 4080,RAJDHANI (A.C. Semi Sleeper),17:40:00,05h 40m,23:20:00,2.4,480.0,37
69,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50:00,04h 50m,22:40:00,3.7,396.0,33
70,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1412,RAJDHANI (A.C. Semi Sleeper),18:00:00,05h 40m,23:40:00,3.5,480.0,37
71,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:05:00,05h 30m,23:35:00,4.2,396.0,29
72,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10:00,04h 50m,23:00:00,2.3,396.0,33
73,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30762,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),18:20:00,04h 30m,22:50:00,3.6,533.0,41
74,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30:00,06h 15m,00:45:00,3.4,352.0,31
75,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40910,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30:00,06h 05m,00:35:00,3.3,396.0,33
76,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50:00,06h 10m,01:00:00,4.6,396.0,33
77,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1592,RAJADHANI AC (CONVERTED METRO LUXURY),19:00:00,05h 35m,00:35:00,2.0,480.0,36
78,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:10:00,05h 30m,00:40:00,3.9,396.0,33
79,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30110,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:20:00,05h 40m,01:00:00,3.8,533.0,41
80,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30:00,06h 10m,01:40:00,3.5,396.0,33
81,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30962,RAJDHANI (A.C. Semi Sleeper),19:30:00,06h 30m,02:00:00,2.5,480.0,37
82,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1448,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:40:00,05h 40m,01:20:00,4.1,533.0,41
83,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50:00,06h 10m,02:00:00,3.9,396.0,33
84,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1637,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),20:00:00,05h 40m,01:40:00,3.4,533.0,40
85,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10:00,04h 45m,00:55:00,3.8,396.0,33
86,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30:00,06h 00m,02:30:00,4.7,396.0,33
87,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),20:40:00,05h 35m,02:15:00,2.6,480.0,36
88,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45:00,05h 30m,02:15:00,5.0,352.0,31
89,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50:00,06h 10m,03:00:00,3.7,396.0,33
90,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 13762,eGARUDA,21:00:00,06h 10m,03:10:00,4.4,533.0,35
91,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10:00,04h 35m,01:45:00,3.8,396.0,33
92,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30310,LAHARI A/C SLEEPER CUM SEATER,21:20:00,05h 50m,03:10:00,4.0,536.0,31
93,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30:00,06h 20m,03:50:00,3.4,396.0,33
94,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1049,RAJDHANI (A.C. Semi Sleeper),21:40:00,04h 20m,02:00:00,3.0,480.0,37
95,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7742,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45:00,06h 00m,03:45:00,4.4,396.0,33
96,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 14562,eGARUDA,22:00:00,06h 10m,04:10:00,3.7,533.0,33
97,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 9883,Lahari Non A/C Sleeper Cum Seater,22:10:00,06h 10m,04:20:00,4.0,442.0,46
98,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7774,Lahari Non A/C Sleeper Cum Seater,22:10:00,05h 20m,03:30:00,4.4,354.0,32
99,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1404,RAJDHANI (A.C. Semi Sleeper),22:20:00,05h 40m,04:00:00,3.5,480.0,37
100,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30:00,04h 50m,03:20:00,3.9,396.0,33
101,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30:00,05h 00m,03:30:00,3.9,396.0,33
102,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 8003,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30:00,06h 30m,05:00:00,2.4,396.0,31
103,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 31162,RAJDHANI (A.C. Semi Sleeper),22:30:00,06h 30m,05:00:00,2.9,480.0,37
104,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30510,LAHARI A/C SLEEPER CUM SEATER,22:40:00,05h 35m,04:15:00,4.2,536.0,31
105,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50:00,06h 10m,05:00:00,4.3,396.0,29
106,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1824,RAJDHANI (A.C. Semi Sleeper),23:00:00,04h 35m,03:35:00,3.5,480.0,37
107,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 14762,eGARUDA,23:00:00,06h 10m,05:10:00,4.0,533.0,34
108,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 9885,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10:00,06h 10m,05:20:00,3.9,396.0,33
109,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1616,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:25:00,05h 00m,04:25:00,4.0,396.0,32
110,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30:00,04h 50m,04:20:00,3.8,396.0,33
111,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 16362,eGARUDA,23:30:00,06h 10m,05:40:00,3.7,533.0,34
112,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1586,RAJDHANI (A.C. Semi Sleeper),23:40:00,04h 35m,04:15:00,3.0,480.0,37
113,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55:00,04h 55m,04:50:00,3.5,396.0,30
114,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1470,RAJDHANI (A.C. Semi Sleeper),23:59:00,05h 41m,05:40:00,3.3,480.0,36
115,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45:00,06h 15m,06:00:00,4.7,469.0,36
116,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),05:00:00,07h 05m,12:05:00,4.8,530.0,11
117,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25:00,07h 00m,06:25:00,4.6,541.0,32
118,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,AdShyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),04:30:00,06h 10m,10:40:00,4.4,963.0,5
119,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),22:30:00,06h 50m,05:20:00,4.6,450.0,22
120,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),11:40:00,06h 55m,18:35:00,4.7,450.0,37
121,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),12:30:00,05h 10m,17:40:00,4.7,500.0,42
122,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),16:20:00,06h 45m,23:05:00,4.6,450.0,37
123,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),21:30:00,06h 35m,04:05:00,4.5,450.0,34
124,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:25:00,06h 30m,05:55:00,4.5,450.0,27
125,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),17:30:00,06h 35m,00:05:00,4.5,450.0,41
