Unnamed: 0,route_names,route_links,bus_names,bus_types,departing_time,duration,reaching_time,star_rating,prices,seats_available
1071,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,RK Travels,Non A/C Seater / Sleeper (2+1),20:20:00,07h 00m,03:20:00,3.5,499.0,27
1072,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,RK Travels,Non A/C Seater / Sleeper (2+1),20:30:00,07h 00m,03:30:00,3.5,499.0,31
1073,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,A/C Seater / Sleeper (2+1),23:50:00,04h 05m,03:55:00,4.3,550.0,36
1074,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30:00,03h 30m,02:00:00,4.4,1080.0,18
1075,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Jabbar Travels,NON A/C Sleeper (2+1),22:55:00,05h 05m,04:00:00,4.0,481.0,14
1076,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Zingbus Plus,VE A/C Sleeper (2+1),21:40:00,03h 10m,00:50:00,4.3,770.0,25
1077,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,A/C Sleeper (2+1),16:50:00,04h 45m,21:35:00,4.3,975.0,19
1078,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bharathi Travels,Non A/C Seater / Sleeper (2+1),22:00:00,06h 00m,04:00:00,3.3,599.0,36
1079,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,NON A/C Sleeper (2+1),15:30:00,04h 40m,20:10:00,3.9,800.0,17
1080,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),15:30:00,05h 30m,21:00:00,3.8,1200.0,26
1081,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,METRO LINES TRAVELS,NON A/C Seater/ Sleeper (2+1),21:00:00,06h 00m,03:00:00,3.9,420.0,28
1082,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sai Sindhu Travels,A/C Classy Seater (2+2),23:30:00,05h 30m,05:00:00,4.0,2790.0,40
1083,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,A/C Sleeper (2+1),23:15:00,05h 15m,04:30:00,4.2,900.0,22
1084,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,JTS Tours and Travels,A/C Sleeper (2+1),23:30:00,04h 29m,03:59:00,3.0,600.0,24
1085,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Jabbar Travels,A/C Sleeper (2+1),22:45:00,04h 45m,03:30:00,4.0,481.0,13
1086,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),18:00:00,06h 30m,00:30:00,4.5,330.0,36
1087,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,VEGA BUS,A/C Seater / Sleeper (2+1),22:30:00,05h 30m,04:00:00,3.4,447.0,22
1088,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Vinayaka Travels,A/C Seater / Sleeper (2+1),23:00:00,04h 30m,03:30:00,4.2,499.0,35
1089,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Navayuga Travels,A/C Sleeper (2+1),18:10:00,04h 30m,22:40:00,3.8,1330.0,32
1090,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00:00,04h 15m,02:15:00,4.2,572.0,31
1091,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,NON A/C Sleeper (2+1),22:00:00,04h 30m,02:30:00,5.0,800.0,24
1092,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,A/C Sleeper (2+1),18:15:00,04h 25m,22:40:00,3.7,875.0,13
1093,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00:00,04h 25m,23:25:00,4.3,1010.0,14
1094,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),19:30:00,04h 15m,23:45:00,3.9,822.0,28
1095,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Jagan Travels,A/C Sleeper (2+1),16:45:00,04h 45m,21:30:00,4.5,1500.0,19
1096,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,SIVA SAI BALAJI TOURS AND TRAVELS,A/C Sleeper (2+1),19:10:00,04h 50m,00:00:00,0.0,750.0,28
1097,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Shanmukh Travels,A/C Sleeper (2+1),20:00:00,06h 30m,02:30:00,0.0,500.0,24
1098,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,KKaveri Travels,Non A/C Seater / Sleeper (2+1),22:30:00,05h 00m,03:30:00,0.0,560.0,31
1099,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,KKaveri Travels,Non A/C Seater / Sleeper (2+1),14:30:00,05h 15m,19:45:00,0.0,670.0,30
1100,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,KKaveri Travels,Non A/C Seater / Sleeper (2+1),19:15:00,04h 00m,23:15:00,0.0,600.0,34
1101,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,NSK Travels,A/C Sleeper (2+1),20:45:00,06h 15m,03:00:00,0.0,900.0,22
1102,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,A/C Seater / Sleeper (2+1),17:30:00,04h 25m,21:55:00,3.8,700.0,29
1103,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,LUCKY TRAVELS,NON A/C Sleeper (2+1),23:00:00,05h 30m,04:30:00,4.2,599.0,21
1104,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:30:00,05h 00m,21:30:00,4.7,939.0,10
1105,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:00:00,06h 25m,00:25:00,3.8,521.0,30
1106,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,RK Travels,Non A/C Seater / Sleeper (2+1),20:30:00,07h 30m,04:00:00,3.4,399.0,24
1107,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,VEGA BUS,A/C Seater / Sleeper (2+1),21:00:00,05h 40m,02:40:00,3.0,428.0,26
1108,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:30:00,04h 40m,21:10:00,3.7,719.0,19
1109,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),22:15:00,06h 00m,04:15:00,3.5,500.0,24
1110,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),20:30:00,05h 30m,02:00:00,4.5,600.0,14
1111,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:45:00,06h 15m,05:00:00,3.5,799.0,35
1112,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),22:40:00,04h 21m,03:01:00,3.4,599.0,25
1113,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Svkdt travels,A/C Sleeper (2+1),17:30:00,05h 01m,22:31:00,3.8,1390.0,23
1114,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:35:00,04h 15m,00:50:00,3.9,644.0,26
1115,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Zingbus Plus,A/C Seater / Sleeper (2+1),23:55:00,04h 05m,04:00:00,4.6,434.0,35
1116,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,KMBT Travels,A/C Seater / Sleeper (2+1),21:30:00,05h 30m,03:00:00,3.5,664.0,29
1117,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Intercity travels,Bharat Benz A/C Sleeper (2+1),22:30:00,05h 00m,03:30:00,4.8,699.0,8
1118,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,NON A/C Sleeper (2+1),20:30:00,04h 25m,00:55:00,4.9,800.0,18
1119,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),21:00:00,05h 50m,02:50:00,3.8,349.0,28
1120,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Intercity travels,Bharat Benz A/C Sleeper (2+1),19:35:00,04h 24m,23:59:00,4.4,1011.0,9
1121,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IntrCity SmartBus,AC Sleeper (2+1),21:30:00,04h 05m,01:35:00,4.6,930.0,24
1122,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,CCC Bus,A/C Sleeper (2+1),19:45:00,03h 55m,23:40:00,4.3,1199.0,27
1123,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Abhishek Bus,A/C Seater / Sleeper (2+1),19:00:00,04h 15m,23:15:00,3.1,450.0,23
1124,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),22:25:00,04h 21m,02:46:00,3.7,599.0,26
1125,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),22:30:00,05h 30m,04:00:00,3.4,900.0,11
1126,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40:00,06h 20m,04:00:00,3.0,578.0,17
1127,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00:00,04h 00m,01:00:00,3.9,1080.0,22
1128,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Svkdt travels,Scania AC Multi Axle Sleeper (2+1),18:30:00,05h 25m,23:55:00,3.5,1100.0,15
1129,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Svkdt travels,A/C Sleeper (2+1),19:30:00,04h 15m,23:45:00,3.7,1100.0,11
1130,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),21:00:00,06h 00m,03:00:00,3.1,500.0,23
1131,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IntrCity SmartBus,Volvo Multi Axle Sleeper B11R (2+1),21:50:00,05h 05m,02:55:00,3.0,839.0,38
1132,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Orange Tours and Travels Grand,A/C Sleeper (2+1),17:30:00,05h 45m,23:15:00,2.1,840.0,12
1133,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Komitla Trans lines.,A/C Sleeper (2+1),21:00:00,06h 00m,03:00:00,2.9,579.0,22
1134,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:00:00,04h 30m,23:30:00,2.8,619.0,23
1135,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),20:00:00,03h 59m,23:59:00,1.9,560.0,23
1136,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,SRS Travels,Non A/C Seater / Sleeper (2+1),17:15:00,06h 40m,23:55:00,2.5,550.0,32
1137,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IRA Travels,A/C Sleeper (2+1),19:30:00,04h 29m,23:59:00,3.0,900.0,17
1138,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,SVD Vedansh Travels,A/C Sleeper (2+1),14:30:00,06h 30m,21:00:00,2.6,600.0,33
1139,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Cherry Collars,Bharat Benz A/C Sleeper (2+1),17:00:00,05h 20m,22:20:00,2.5,1199.0,30
1140,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rapid Travels,NON A/C Sleeper (2+1),22:45:00,04h 35m,03:20:00,2.1,599.0,22
1141,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,A/C Sleeper (2+1),20:15:00,05h 45m,02:00:00,1.9,1999.0,7
1142,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),19:15:00,05h 35m,00:50:00,2.4,600.0,30
1143,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Durga Shree Travels,A/C Sleeper (2+1),21:05:00,24h 30m,21:35:00,1.5,2399.0,17
1144,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,NON A/C Sleeper (2+1),23:00:00,06h 00m,05:00:00,3.2,660.0,24
1145,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Jagan Travels,A/C Sleeper (2+1),19:00:00,04h 45m,23:45:00,2.2,946.0,20
1146,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Simhapuri Travels,NON A/C Sleeper (2+1),23:00:00,04h 00m,03:00:00,1.8,480.0,22
1147,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Orange Tours And Travels,A/C Sleeper (2+1),16:30:00,05h 15m,21:45:00,2.2,800.0,32
1148,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,A/C Sleeper (2+1),20:00:00,07h 00m,03:00:00,2.1,1999.0,11
1149,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,A/C Sleeper (2+1),23:00:00,04h 30m,03:30:00,2.8,1000.0,30
1150,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Komitla Trans lines.,NON A/C Sleeper (2+1),22:00:00,03h 55m,01:55:00,2.7,759.0,22
1151,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Komitla Trans lines.,NON A/C Sleeper (2+1),15:30:00,05h 00m,20:30:00,2.1,1044.0,22
1152,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),21:00:00,04h 11m,01:11:00,4.3,1000.0,18
1153,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,CCC Bus,A/C Sleeper (2+1),21:45:00,03h 45m,01:30:00,4.3,1299.0,27
1154,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:00:00,04h 30m,21:30:00,4.1,1000.0,37
1155,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00:00,04h 00m,01:00:00,4.1,1975.0,23
1156,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Jabbar Travels,VE A/C Sleeper (2+1),17:00:00,07h 30m,00:30:00,4.0,720.0,19
1157,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GRV Yatrikha LLP,Scania AC Multi Axle Sleeper (2+1),22:30:00,04h 30m,03:00:00,3.9,1449.0,4
1158,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:45:00,04h 14m,23:59:00,3.8,1799.0,10
1159,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Shyamoli Paribahan Pvt Ltd,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:30:00,03h 15m,01:45:00,3.8,1630.0,18
1160,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Kamakshi Tours And Travels,A/C Sleeper (2+1),20:30:00,05h 30m,02:00:00,3.8,800.0,20
1161,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sai Balaji Travels,A/C Sleeper (2+1),19:10:00,06h 20m,01:30:00,3.8,749.0,25
1162,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,NueGo,Electric A/C Seater (2+2),22:30:00,05h 55m,04:25:00,4.6,380.0,27
1163,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Svkdt travels,A/C Sleeper (2+1),22:00:00,04h 00m,02:00:00,3.7,900.0,17
1164,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Kaveri Travels,A/C Sleeper (2+1),21:30:00,04h 30m,02:00:00,3.7,750.0,21
1165,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GKT TRAVELS,A/C Seater / Sleeper (2+1),22:30:00,05h 30m,04:00:00,4.0,474.0,36
1166,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,LUCKY TRAVELS,A/C Sleeper (2+1),22:20:00,05h 20m,03:40:00,3.5,649.0,27
1167,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),23:30:00,04h 30m,04:00:00,3.8,450.0,17
1168,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,A/C Sleeper (2+1),21:15:00,07h 00m,04:15:00,3.5,820.0,27
1169,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Green Line Travels And Holidays Premium Business Class,VE Executive A/C Sleeper (1+1),23:00:00,05h 00m,04:00:00,3.5,1249.0,18
1170,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:00:00,05h 00m,22:00:00,3.4,1349.0,26
1171,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),15:00:00,04h 30m,19:30:00,3.4,1300.0,28
1172,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:30:00,05h 00m,22:30:00,3.4,1149.0,26
1173,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,KTC Travels,A/C Seater / Sleeper (2+1),22:30:00,06h 15m,04:45:00,3.4,990.0,31
1174,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,CHOPPA TRAVELS,NON A/C Sleeper (2+1),21:00:00,06h 30m,03:30:00,4.1,599.0,16
1175,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,A/C Sleeper (2+1),19:00:00,04h 30m,23:30:00,3.3,1100.0,26
1176,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Prasanna Travels,A/C Sleeper (2+1),19:00:00,04h 30m,23:30:00,3.3,1100.0,25
1177,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,A/C Sleeper (2+1),20:30:00,05h 30m,02:00:00,3.3,900.0,17
1178,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30:00,04h 30m,02:00:00,3.3,1000.0,15
1179,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30:00,06h 00m,01:30:00,3.3,650.0,17
1180,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,A/C Sleeper (2+1),17:30:00,05h 15m,22:45:00,3.3,1100.0,28
1181,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,CHOPPA TRAVELS,A/C Sleeper (2+1),21:00:00,06h 45m,03:45:00,4.0,699.0,20
1182,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Manis Travels,Mercedes Benz A/C (2+2),21:00:00,07h 30m,04:30:00,3.5,749.0,31
1183,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IRA Travels,Bharat Benz A/C Sleeper (2+1),22:30:00,04h 30m,03:00:00,3.0,729.0,27
1184,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Abhishek Bus,A/C Seater/Sleeper (2+1),18:05:00,05h 50m,23:55:00,3.0,400.0,24
1185,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Vibhav Holidays,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),20:00:00,27h 00m,23:00:00,4.3,1714.29,13
1186,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Varsha Travels,A/C Sleeper (2+1),23:50:00,05h 00m,04:50:00,3.2,699.0,28
1187,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),16:30:00,04h 45m,21:15:00,4.3,890.0,31
1188,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,SURAJ TRAVEL HOUSE,VE A/C Semi Sleeper (2+2),22:30:00,06h 00m,04:30:00,3.6,2500.0,49
1189,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Varsha Travels,A/C Sleeper (2+1),21:30:00,06h 30m,04:00:00,2.4,599.0,30
1190,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Jaishree Travels,Bharat Benz A/C Sleeper (2+1),16:00:00,04h 40m,20:40:00,3.3,5900.0,30
1191,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sea Bird Tourist,Volvo Multi-Axle A/C Semi Sleeper (2+2),19:45:00,27h 30m,23:15:00,3.3,1800.0,20
1192,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rapid Travels,NON A/C Sleeper (2+1),22:00:00,05h 00m,03:00:00,2.4,549.0,21
1193,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Navayuga Travels,A/C Sleeper (2+1),16:20:00,04h 50m,21:10:00,2.9,1220.0,22
1194,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sai Sri Balaji Travels,Bharat Benz NON A/C sleeper (2+1),21:30:00,07h 30m,05:00:00,2.1,550.0,20
1195,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,KTC Travels,A/C Seater / Sleeper (2+1),22:30:00,06h 15m,04:45:00,1.7,990.0,42
1196,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),20:00:00,06h 30m,02:30:00,1.6,450.0,35
1197,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Vibhav Holidays,A/C Sleeper (2+1),20:45:00,26h 15m,23:00:00,2.1,1903.81,22
1198,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Varsha Travels,A/C Sleeper (2+1),20:30:00,26h 30m,23:00:00,1.7,1899.0,14
1199,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,SRKT Travels,A/C Seater / Sleeper (2+1),19:30:00,05h 00m,00:30:00,2.2,600.0,32
1200,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Orange Tours And Travels,NON A/C Sleeper (2+1),18:00:00,05h 55m,23:55:00,1.9,600.0,35
1201,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),21:30:00,04h 00m,01:30:00,2.7,1190.0,30
1202,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Morning Star Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),18:30:00,04h 45m,23:15:00,2.7,1890.0,39
1203,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,V Kaveri Travels,VE A/C Sleeper (2+1),15:00:00,05h 45m,20:45:00,2.7,1090.0,28
1204,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Varsha Travels,A/C Sleeper (2+1),19:30:00,03h 30m,23:00:00,1.3,1899.0,8
1205,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),17:30:00,06h 20m,23:50:00,2.7,1290.0,27
1206,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,V Kaveri Travels,VE A/C Sleeper (2+1),22:00:00,05h 15m,03:15:00,2.7,900.0,16
1207,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Intercity travels,Bharat Benz A/C Sleeper (2+1),18:30:00,05h 00m,23:30:00,4.6,1211.0,23
