,route_names,route_links,bus_names,bus_types,departing_time,duration,reaching_time,star_rating,prices,seats_available
1115,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Zingbus Plus,A/C Seater / Sleeper (2+1),23:55,04h 05m,04:00,"4.6
8",434,35 Seats available
1116,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,KMBT Travels,A/C Seater / Sleeper (2+1),21:30,05h 30m,03:00,"3.5
22",664,29 Seats available
1117,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Intercity travels,Bharat Benz A/C Sleeper (2+1),22:30,05h 00m,03:30,"4.8
6",699,8 Seats available
1118,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,NON A/C Sleeper (2+1),20:30,04h 25m,00:55,"4.9
5",INR 800,18 Seats available
1119,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),21:00,05h 50m,02:50,"3.8
14",INR 349,28 Seats available
1120,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Intercity travels,Bharat Benz A/C Sleeper (2+1),19:35,04h 24m,23:59,"4.4
7",INR 1011,9 Seats available
1121,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IntrCity SmartBus,AC Sleeper (2+1),21:30,04h 05m,01:35,"4.6
5",INR 930,24 Seats available
1122,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,CCC Bus,A/C Sleeper (2+1),19:45,03h 55m,23:40,"4.3
7",1199,27 Seats available
1123,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Abhishek Bus,A/C Seater / Sleeper (2+1),19:00,04h 15m,23:15,"3.1
15",INR 450,23 Seats available
1124,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),22:25,04h 21m,02:46,"3.7
8",INR 599,26 Seats available
1125,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),22:30,05h 30m,04:00,"3.4
8",INR 900,11 Seats available
1126,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,06h 20m,04:00,"3.0
13",INR 578,17 Seats available
1127,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,04h 00m,01:00,"3.9
4",INR 1080,22 Seats available
1128,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Svkdt travels,Scania AC Multi Axle Sleeper (2+1),18:30,05h 25m,23:55,"3.5
6",INR 1100,15 Seats available
1129,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Svkdt travels,A/C Sleeper (2+1),19:30,04h 15m,23:45,"3.7
5",INR 1100,11 Seats available
1130,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),21:00,06h 00m,03:00,"3.1
8",INR 500,23 Seats available
1131,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IntrCity SmartBus,Volvo Multi Axle Sleeper B11R (2+1),21:50,05h 05m,02:55,"3.0
6",INR 839,38 Seats available
1132,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Orange Tours and Travels Grand,A/C Sleeper (2+1),17:30,05h 45m,23:15,"2.1
27",INR 840,12 Seats available
1133,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Komitla Trans lines.,A/C Sleeper (2+1),21:00,06h 00m,03:00,"2.9
13",579,22 Seats available
1134,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:00,04h 30m,23:30,"2.8
9",INR 619,23 Seats available
1135,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),20:00,03h 59m,23:59,"1.9
21",INR 560,23 Seats available
1136,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,SRS Travels,Non A/C Seater / Sleeper (2+1),17:15,06h 40m,23:55,"2.5
11",INR 550,32 Seats available
1137,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IRA Travels,A/C Sleeper (2+1),19:30,04h 29m,23:59,"3.0
5",INR 900,17 Seats available
1138,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,SVD Vedansh Travels,A/C Sleeper (2+1),14:30,06h 30m,21:00,"2.6
9",INR 600,33 Seats available
1139,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Cherry Collars,Bharat Benz A/C Sleeper (2+1),17:00,05h 20m,22:20,"2.5
4",INR 1199,30 Seats available
1140,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rapid Travels,NON A/C Sleeper (2+1),22:45,04h 35m,03:20,"2.1
9",INR 599,22 Seats available
1141,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,A/C Sleeper (2+1),20:15,05h 45m,02:00,"1.9
4",INR 1999,7 Seats available
1142,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,05h 35m,00:50,"2.4
8",INR 600,30 Seats available
1143,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Durga Shree Travels,A/C Sleeper (2+1),21:05,24h 30m,21:35,"1.5
5",INR 2399,17 Seats available
1144,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,NON A/C Sleeper (2+1),23:00,06h 00m,05:00,"3.2
281",INR 660,24 Seats available
1145,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Jagan Travels,A/C Sleeper (2+1),19:00,04h 45m,23:45,"2.2
6",INR 946,20 Seats available
1146,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Simhapuri Travels,NON A/C Sleeper (2+1),23:00,04h 00m,03:00,"1.8
10",INR 480,22 Seats available
1147,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Orange Tours And Travels,A/C Sleeper (2+1),16:30,05h 15m,21:45,"2.2
9",INR 800,32 Seats available
1148,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,A/C Sleeper (2+1),20:00,07h 00m,03:00,"2.1
10",INR 1999,11 Seats available
1149,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,A/C Sleeper (2+1),23:00,04h 30m,03:30,"2.8
4",INR 1000,30 Seats available
1150,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Komitla Trans lines.,NON A/C Sleeper (2+1),22:00,03h 55m,01:55,"2.7
4",759,22 Seats available
1151,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Komitla Trans lines.,NON A/C Sleeper (2+1),15:30,05h 00m,20:30,"2.1
11",1044,22 Seats available
1152,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),21:00,04h 11m,01:11,4.3,INR 1000,18 Seats available
1153,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,CCC Bus,A/C Sleeper (2+1),21:45,03h 45m,01:30,4.3,1299,27 Seats available
1154,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:00,04h 30m,21:30,4.1,INR 1000,37 Seats available
1155,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,04h 00m,01:00,4.1,INR 1975,23 Seats available
1156,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Jabbar Travels,VE A/C Sleeper (2+1),17:00,07h 30m,00:30,4.0,INR 720,19 Seats available
1157,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GRV Yatrikha LLP,Scania AC Multi Axle Sleeper (2+1),22:30,04h 30m,03:00,3.9,INR 1449,4 Seats available
1158,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:45,04h 14m,23:59,3.8,INR 1799,10 Seats available
1159,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Shyamoli Paribahan Pvt Ltd,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:30,03h 15m,01:45,3.8,INR 1630,18 Seats available
1160,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Kamakshi Tours And Travels,A/C Sleeper (2+1),20:30,05h 30m,02:00,3.8,INR 800,20 Seats available
1161,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sai Balaji Travels,A/C Sleeper (2+1),19:10,06h 20m,01:30,3.8,INR 749,25 Seats available
1162,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,NueGo,Electric A/C Seater (2+2),22:30,05h 55m,04:25,"4.6
22",380,27 Seats available
1163,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Svkdt travels,A/C Sleeper (2+1),22:00,04h 00m,02:00,3.7,INR 900,17 Seats available
1164,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Kaveri Travels,A/C Sleeper (2+1),21:30,04h 30m,02:00,3.7,INR 750,21 Seats available
1165,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GKT TRAVELS,A/C Seater / Sleeper (2+1),22:30,05h 30m,04:00,"4.0
29",474,36 Seats available
1166,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,LUCKY TRAVELS,A/C Sleeper (2+1),22:20,05h 20m,03:40,"3.5
40",INR 649,27 Seats available
1167,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),23:30,04h 30m,04:00,"3.8
28",INR 450,17 Seats available
1168,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,GreenLine Travels And Holidays,A/C Sleeper (2+1),21:15,07h 00m,04:15,3.5,INR 820,27 Seats available
1169,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Green Line Travels And Holidays Premium Business Class,VE Executive A/C Sleeper (1+1),23:00,05h 00m,04:00,3.5,INR 1249,18 Seats available
1170,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:00,05h 00m,22:00,3.4,INR 1349,26 Seats available
1171,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),15:00,04h 30m,19:30,3.4,INR 1300,28 Seats available
1172,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:30,05h 00m,22:30,3.4,INR 1149,26 Seats available
1173,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,KTC Travels,A/C Seater / Sleeper (2+1),22:30,06h 15m,04:45,"3.4
33",INR 990,31 Seats available
1174,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,CHOPPA TRAVELS,NON A/C Sleeper (2+1),21:00,06h 30m,03:30,"4.1
16",INR 599,16 Seats available
1175,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,A/C Sleeper (2+1),19:00,04h 30m,23:30,3.3,INR 1100,26 Seats available
1176,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Prasanna Travels,A/C Sleeper (2+1),19:00,04h 30m,23:30,3.3,INR 1100,25 Seats available
1177,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,A/C Sleeper (2+1),20:30,05h 30m,02:00,3.3,INR 900,17 Seats available
1178,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,04h 30m,02:00,3.3,INR 1000,15 Seats available
1179,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30,06h 00m,01:30,3.3,INR 650,17 Seats available
1180,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,A/C Sleeper (2+1),17:30,05h 15m,22:45,3.3,INR 1100,28 Seats available
1181,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,CHOPPA TRAVELS,A/C Sleeper (2+1),21:00,06h 45m,03:45,"4.0
14",INR 699,20 Seats available
1182,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Manis Travels,Mercedes Benz A/C (2+2),21:00,07h 30m,04:30,"3.5
19",INR 749,31 Seats available
1183,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,IRA Travels,Bharat Benz A/C Sleeper (2+1),22:30,04h 30m,03:00,3.0,INR 729,27 Seats available
1184,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Abhishek Bus,A/C Seater/Sleeper (2+1),18:05,05h 50m,23:55,3.0,INR 400,24 Seats available
1185,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Vibhav Holidays,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),20:00,27h 00m,23:00,"4.3
5",INR 1714.29,13 Seats available
1186,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Varsha Travels,A/C Sleeper (2+1),23:50,05h 00m,04:50,"3.2
14",INR 699,28 Seats available
1187,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),16:30,04h 45m,21:15,"4.3
4",INR 890,31 Seats available
1188,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,SURAJ TRAVEL HOUSE,VE A/C Semi Sleeper (2+2),22:30,06h 00m,04:30,"3.6
7",INR 2500,49 Seats available
1189,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Varsha Travels,A/C Sleeper (2+1),21:30,06h 30m,04:00,"2.4
30",INR 599,30 Seats available
1190,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Jaishree Travels,Bharat Benz A/C Sleeper (2+1),16:00,04h 40m,20:40,"3.3
8",5900,30 Seats available
1191,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sea Bird Tourist,Volvo Multi-Axle A/C Semi Sleeper (2+2),19:45,27h 30m,23:15,"3.3
5",INR 1800,20 Seats available
1192,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rapid Travels,NON A/C Sleeper (2+1),22:00,05h 00m,03:00,"2.4
14",INR 549,21 Seats available
1193,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Navayuga Travels,A/C Sleeper (2+1),16:20,04h 50m,21:10,"2.9
10",INR 1220,22 Seats available
1194,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sai Sri Balaji Travels,Bharat Benz NON A/C sleeper (2+1),21:30,07h 30m,05:00,"2.1
17",INR 550,20 Seats available
1195,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,KTC Travels,A/C Seater / Sleeper (2+1),22:30,06h 15m,04:45,"1.7
11",INR 990,42 Seats available
1196,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),20:00,06h 30m,02:30,"1.6
11",450,35 Seats available
1197,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Vibhav Holidays,A/C Sleeper (2+1),20:45,26h 15m,23:00,"2.1
10",INR 1903.81,22 Seats available
1198,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Varsha Travels,A/C Sleeper (2+1),20:30,26h 30m,23:00,"1.7
11",INR 1899,14 Seats available
1199,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,SRKT Travels,A/C Seater / Sleeper (2+1),19:30,05h 00m,00:30,"2.2
5",INR 600,32 Seats available
1200,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Orange Tours And Travels,NON A/C Sleeper (2+1),18:00,05h 55m,23:55,"1.9
5",INR 600,35 Seats available
1201,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),21:30,04h 00m,01:30,2.7,INR 1190,30 Seats available
1202,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Morning Star Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),18:30,04h 45m,23:15,2.7,INR 1890,39 Seats available
1203,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,V Kaveri Travels,VE A/C Sleeper (2+1),15:00,05h 45m,20:45,2.7,INR 1090,28 Seats available
1204,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Varsha Travels,A/C Sleeper (2+1),19:30,03h 30m,23:00,"1.3
6",INR 1899,8 Seats available
1205,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),17:30,06h 20m,23:50,2.7,INR 1290,27 Seats available
1206,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,V Kaveri Travels,VE A/C Sleeper (2+1),22:00,05h 15m,03:15,2.7,INR 900,16 Seats available
1207,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Intercity travels,Bharat Benz A/C Sleeper (2+1),18:30,05h 00m,23:30,4.6,INR 1211,23 Seats available
1208,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),19:30,04h 33m,00:03,4.3,INR 850,24 Seats available
1209,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,SRKT Travels,A/C Seater / Sleeper (2+1),18:45,05h 05m,23:50,2.2,INR 650,31 Seats available
1210,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sai Balaji Travels,A/C Sleeper (2+1),18:00,05h 09m,23:09,3.8,INR 3999,34 Seats available
1211,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Kamakshi Tours And Travels,A/C Sleeper (2+1),22:30,05h 30m,04:00,3.8,INR 700,23 Seats available
1212,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Kamakshi Tours And Travels,A/C Sleeper (2+1),20:45,05h 15m,02:00,3.8,INR 600,22 Seats available
1213,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajeswari Travels,A/C Sleeper (2+1),21:15,06h 50m,04:05,3.4,INR 700,23 Seats available
1214,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:00,05h 00m,22:00,3.4,INR 1600,26 Seats available
